Spreader Number,Time,Weibo Content,Retweet,Comment,Like
1090,8:30:00,#工作组赴四川雅江指导山火扑救#【愿平安！#上千人正全力扑救雅江山火#】3月15日17时许，四川省甘孜州雅江县呷拉镇白孜村发生森林火灾，截至16日，因火场风力突然增大，火势迅速扩大蔓延。国家森防指办公室已启动IV级应急响应，派出由应急管理部、国家消防救援局、国家林草局组成的工作组赴现场协调指导火灾扑救工作。目前，国家综合性消防救援队伍、当地专业扑火队1259人正全力扑救，应急管理部南方护林总站5架直升机在现场实施灭火作业。四川森林消防总队831人、3架直升机正紧急增援中。国家消防救援局紧急从云南森林消防总队调派750人增援。（总台央视记者唐国荣）LO网页链接L潼南老表的微博视频收起d,0,0,0
1091,8:29:00,#工作组赴四川雅江指导山火扑救#【愿平安！#上千人正全力扑救雅江山火#】3月15日17时许，四川省甘孜州雅江县呷拉镇白孜村发生森林火灾，截至16日，因火场风力突然增大，火势迅速扩大蔓延。国家森防指办公室已启动IV级应急响应，派出由应急管理部、国家消防救援局、国家林草局组成的工作组赴现场协调指导火灾扑救工作。目前，国家综合性消防救援队伍、当地专业扑火队1259人正全力扑救，应急管理部南方护林总站5架直升机在现场实施灭火作业。四川森林消防总队831人、3架直升机正紧急增援中。国家消防救援局紧急从云南森林消防总队调派750人增援。（总台央视记者唐国荣）L央视新闻的微博视频O国家森防指办公室启动Ⅳ级应急响应派工作组赴现场指导火灾扑救工作收起d,0,0,0
1092,8:29:00,#工作组赴四川雅江指导山火扑救#【愿平安！#上千人正全力扑救雅江山火#】3月15日17时许，四川省甘孜州雅江县呷拉镇白孜村发生森林火灾，截至16日，因火场风力突然增大，火势迅速扩大蔓延。国家森防指办公室已启动IV级应急响应，派出由应急管理部、国家消防救援局、国家林草局组成的工作组赴现场协调指导火灾扑救工作。#雅江山火#收起d,1,2,19
1093,8:29:00,#工作组赴四川雅江指导山火扑救##工作组赴四川雅江指导山火扑救#【愿平安！#上千人正全力扑救雅江山火#】3月15日17时许，四川省甘孜州雅江县呷拉镇白孜村发生森林火灾，截至16日，因火场风力突然增大，火势迅速扩大蔓延。国家森防指办公室已启动IV级应急响应，派出由应急管理部、国家消防救援局、国家林草局组成的工作组赴现场协调指导火灾扑救工作。目前，国家综合性消防救援队伍、当地专业扑火队1259人正全力扑救，应急管理部南方护林总站5架直升机在现场实施灭火作业。四川森林消防总队831人、3架直升机正紧急增援中。国家消防救援局紧急从云南森林消防总队调派750人增援。（总台央视记者唐国荣）L央视新闻的微博视频O国家森防指办公室启动Ⅳ级应急响应派工作组赴现场指导火灾扑救工作收起d,0,0,0
1094,8:29:00,【森林防火“十不要”】天气干燥，一个烟头、一个疏忽，都有可能造成一片森林的毁灭。进入山林，一定要留心各种防火细节，养成良好的森林草原防火习惯。那么，如何预防森林火灾，遇到森林火灾应该如何自救？#雅江山火##世界气象日##2024年世界气象日#viaL应急管理部的微博视频,0,0,1
1095,8:27:00,#工作组赴四川雅江指导山火扑救#【愿平安！#上千人正全力扑救雅江山火#】3月15日17时许，四川省甘孜州雅江县呷拉镇白孜村发生森林火灾，截至16日，因火场风力突然增大，火势迅速扩大蔓延。国家森防指办公室已启动IV级应急响应，派出由应急管理部、国家消防救援局、国家林草局组成的工作组赴现场协调指导火灾扑救工作。目前，国家综合性消防救援队伍、当地专业扑火队1259人正全力扑救，应急管理部南方护林总站5架直升机在现场实施灭火作业。四川森林消防总队831人、3架直升机正紧急增援中。国家消防救援局紧急从云南森林消防总队调派750人增援。（总台央视记者唐国荣）L央视新闻的微博视频O国家森防指办公室启动Ⅳ级应急响应派工作组赴现场指导火灾扑救工作收起d,1538,2208,9438
1096,8:27:00,【#雅江山火#愿平安！遭遇山火如何避险逃生？】#附近群众请勿靠近火场#遇森林火灾，要判明火势大小和风向，逆风逃生。不要顺风跑，也不要往山上跑。#应急消防人员正全力扑救雅江山火#愿一切平安！,0,0,0
1097,8:26:00,【#四川雅江县发生一起森林火灾#】#抢险救援力量已到雅江山火现场进行处置#3月15日17时许，四川省甘孜藏族自治州雅江县呷拉镇白孜村附近山林发生森林火灾。据了解，抢险救援力量已到达现场进行处置。#雅江山火#L新华网的微博视频（新华网）,3,2,3
1098,8:26:00,【警惕！#四川云南等地森林火险等级为高危#】#四川启动森林草原火灾四级应急响应#3月15日17时许，四川省甘孜藏族自治州雅江县呷拉镇白孜村发生一起火情。记者16日深夜从四川省应急管理厅获悉，雅江森林火灾发生后，省森林草原防灭火指挥部办公室已启动森林草原火灾应急预案四级响应，调集7架直升机增援火场灭火。据应急管理部森林防火预警监测信息中心消息，预计16日晚上到17日白天，北京东北部、河北东北部、内蒙古东南部、辽宁西南部、四川南部、云南大部的局部地区森林火险等级为高度危险（四级）。（中新网、央视新闻客户端）收起d,1,0,6
1099,8:26:00,力场超话#九紫离火##燕郊爆燃事故致7死27伤##四川甘孜雅江县发生森林火灾#贵州山火，燕郊爆炸，江苏淮安餐厅燃爆，甘孜雅江山火。。。这样的事情自从进入24年以来，屡屡发生，“离火运”刚开始就显现出这样的威力，我们在日常生活中，更要加以注意，提高消防防范意识和知识，即使拔插销，关电源，不电动车室内充电，不随便扔烟头即使掐灭，电焊规范操作等等。有必要的可以佩戴一些祝运事物，增运的同时也能避灾避祸。收起d,0,0,0
1100,8:25:00,【#雅江火灾火情影响区域群众全部安全转移#无人员伤亡】记者从雅江县森林草原防灭火指挥部办公室获悉，3月15日17时10分左右，甘孜州雅江县呷拉镇白孜村发生森林火灾。灾情发生后，甘孜州和雅江县迅速组织专业力量赶赴现场进行扑救。16日14时30分左右，火场突发7至8级大风，瞬时风力达10级以上，造成火势迅速扩散并发生飞火，火场面积急速扩延。目前，火情影响区域群众已全部安全转移，无人员伤亡，相关扑救工作正有序开展，起火原因正在调查。（洛绒尼玛川观新闻记者宁蕖）OC视频丨甘孜雅江火灾火情影响区域群众已全部安全转移，无人员伤亡L四川日报的微博视频收起d,0,0,0
1101,8:23:00,四川省雅江方向发生森林火灾(16.03.2024)L-书剑舞-的微博视频,1,1,3
1102,8:21:00,【#消防员正全力扑救四川甘孜雅江山火#】#雅江山火#3月15日17时许，甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头。当地消防、应急等力量正在全力扑救。当前无人员伤亡报告。（消息来源：@央视新闻）L中国消防的微博视频收起d,0,0,1
1103,8:21:00,【#545名森林消防员奔赴扑救山火#】#雅江山火#3月15日17时许，四川甘孜州雅江县呷拉镇白孜村发生一起森林火灾。火势猛烈，浓烟遮蔽整个火场。当地消防、应急正在全力扑救。南方护林总站5架直升机也已经出动，正在现场实施灭火作业。愿平安！L中国消防的微博视频,1,4,3
1104,8:19:00,#雅江山火#【愿平安！#四川雅江发生森林火灾#】3月15日17时许，四川甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头，目前火势很大，浓烟遮蔽整个火场，无法抵近观察，直升机、无人机无法起飞。火场地形为山地地形，西侧400米为雅砻江，火场平均海拔2600米，坡度70~80°，植被以青冈林和松树为主。当前火场天气晴，气温23℃，西风4-5级。当前无人员伤亡报告，周边无重要设施。#成都的天#（央视新闻）O四川甘孜州雅江县发生山火L中国消防的微博视频收起d,2,2,2
1105,8:18:00,【#四川雅江山火蔓延迅速#上千人7架直升机投入救援】#上千人7架直升机救援雅江山火#3月15日17时许，四川省甘孜州雅江县呷拉镇白孜村发生一起森林火灾。3月16日14时30分，火场突起大风，引起火场复燃并迅速向东北方向蔓延并越过多个山头。目前当地已投入上千人、7架直升机参与救援，暂无人员伤亡报告。L看看新闻正能量的微博视频收起d,0,0,1
1106,8:14:00,【#雅江山火当前无人员伤亡报告##消防员正全力扑救四川甘孜雅江山火#】#雅江山火#3月15日17时许，甘孜州雅江县呷拉镇白孜村发生一起森林火灾。16日14时30分，火场突起大风，瞬时风力达8级以上，火场东线因大风引起复燃，并迅速向东北方向蔓延并越过多个山头。当地消防、应急等力量正在全力扑救。当前无人员伤亡报告。via.中国消防L中国消防的微博视频收起d,9,3,16
